r,t1,t2,meff,dmeff,chisqr,pval
3,13,14,-0.05940589280052,0.222972606073801,0.991959630340494,0.319263894933166

4,3,4,0.697981825287129,0.00675676740052224,2.23092413815318,0.13527291744421
4,3,5,0.697877924060398,0.00678569154202199,2.23568858010963,0.326983917891311
4,4,5,0.68412485639473,0.0119322299922305,0.302173231056071,0.5825231969216
4,4,6,0.680934058571072,0.0123561352450729,1.59766735266099,0.449853332855859
4,5,6,0.681387415588017,0.0243676869210932,1.5970864909663,0.206316586596583
4,7,8,0.310223431729517,0.0515802993447937,1.50721959977516,0.219563841460904
4,9,10,-0.109418535745365,0.0555736425209679,1.88825431071154,0.169398949549846
4,10,11,-0.283085077855257,0.0431341258224658,1.15743292264066,0.281998566561876
4,11,12,-0.376201750993739,0.0371325045548242,2.74801241846655,0.0973754069076207

5,3,4,0.669367439494692,0.0190815191524806,2.38976892697705,0.122131680210433
5,4,5,0.604417476322378,0.0389548250281609,0.185231678638148,0.66691524122929
5,8,9,-0.604417476322378,0.0389548250281609,0.185231678638149,0.666915241229289
5,9,10,-0.669367439494692,0.0190815191524806,2.38976892697704,0.122131680210432
